"Taxon","Photo_path"
"Ocotea pittieri","C3"
"Ocotea puberula","C3"
"Ocotea pulchella","C3"
"Ocotea lancifolia","C3"
"Ocotea rubriflora","C3"
"Sextonia rubra","C3"
"Sextonia rubra","C3"
"Ocotea","C3"
"Ocotea","C3"
"Ocotea","C3"
"Ocotea spathulata","C3"
"Ocotea subterminalis","C3"
"Ocotea tenera","C3"
"Ocotea tessmannii","C3"
"Ocotea ucayalensis","C3"
"Ocotea whitei","C3"
"Odontadenia lutea","C3"
"Odontites vernus","C3"
"Odontites vernus","C3"
"Odontites vernus","C3"
"Odyssea paucinervis","C4"
"Odyssea paucinervis","C4"
"Oemleria cerasiformis","C3"
"Oemleria cerasiformis","C3"
"Oenanthe aquatica","C3"
"Oenanthe aquatica","C3"
"Oenanthe aquatica","C3"
"Oenanthe crocata","C3"
"Oenanthe crocata","C3"
"Oenanthe crocata","C3"
"Oenanthe fistulosa","C3"
"Oenanthe fistulosa","C3"
"Oenanthe fistulosa","C3"
"Oenanthe fluviatilis","C3"
"Oenanthe fluviatilis","C3"
"Oenanthe fluviatilis","C3"
"Oenanthe lachenalii","C3"
"Oenanthe lachenalii","C3"
"Oenanthe lachenalii","C3"
"Oenanthe pimpinelloides","C3"
"Oenanthe pimpinelloides","C3"
"Oenanthe pimpinelloides","C3"
"Oenanthe silaifolia","C3"
"Oenanthe silaifolia","C3"
"Oenanthe silaifolia","C3"
"Oenothera biennis","C3"
"Oenothera biennis","C3"
"Oenothera biennis","C3"
"Oenothera caespitosa","C3"
"Oenothera cambrica","C3"
"Oenothera cambrica","C3"
"Oenothera cambrica","C3"
"Oenothera drummondii","C3"
"Oenothera glazioviana","C3"
"Oenothera glazioviana","C3"
"Oenothera glazioviana","C3"
"Oenothera longissima","C3"
"Oenothera longissima","C3"
"Oenothera nana","C3"
"Oenothera perennis","C3"
"Oenothera perennis","C3"
"Oenothera stricta","C3"
"Oenothera stricta","C3"
"Oenothera stricta","C3"
"Ofaiston monandrum","C4"
"Olax phyllanthi","C3"
"Oldenlandia corymbosa","C3"
"Olea europaea subsp. cuspidata","C3"
"Olea capensis","C3"
"Olea capensis","C3"
"Olea capensis subsp. macrocarpa","C3"
"Olea capensis subsp. macrocarpa","C3"
"Olea capensis subsp. macrocarpa","C3"
"Olea europaea","C3"
"Olea europaea","C3"
"Olea europaea","C3"
"Olea europaea subsp. cuspidata","C3"
"Olea europaea ssp. cuspidata","C3"
"Olea europaea subsp. cerasiformis","C3"
"Olea europaea subsp. cuspidata","C3"
"Olea europaea subsp. cuspidata","C3"
"Olea woodiana","C3"
"Olea woodiana","C3"
"Oleandra articulata","C3"
"Oleandra pistillaris","C3"
"Olearia argophylla","C3"
"Olearia avicenniifolia","C3"
"Olearia decurrens","C3"
"Olearia decurrens","C3"
"Olearia decurrens","C3"
"Olearia decurrens","C3"
"Olearia elliptica","C3"
"Olearia erubescens","C3"
"Olearia fragrantissima","C3"
"Olearia lirata","C3"
"Olearia moschata","C3"
"Olearia nummularifolia","C3"
"Olearia pimeleoides","C3"
"Olearia pimeleoides","C3"
"Olearia pimeleoides","C3"
"Olearia pimeleoides","C3"
"Olearia pimeleoides","C3"
"Olearia ramulosa","C3"
"Olearia rani","C3"
"Olearia virgata","C3"
"Olfersia cervina","C3"
"Olgaea leucophylla","C3"
"Olgaea tangutica","C3"
"Oligochaeta ramosa","C3"
"Oligostachyum nuspiculum","C4"
"Olinia ventosa","C3"
"Olinia ventosa","C3"
"Omphalotrix longipes","C3"
"Oncidium","CAM"
"Oncidium","CAM"
"Onobrychis viciifolia","C3"
"Onobrychis viciifolia","C3"
"Onobrychis viciifolia","C3"
"Onoclea sensibilis","C3"
"Ononis reclinata","C3"
"Ononis reclinata","C3"
"Ononis reclinata","C3"
"Ononis repens","C3"
"Ononis repens","C3"
"Ononis repens","C3"
"Ononis spinosa","C3"
"Ononis spinosa","C3"
"Ononis spinosa","C3"
"Onopordum acanthium","C3"
"Onopordum acanthium","C3"
"Onopordum acanthium","C3"
"Onychopetalum periquino","C3"
"Operculicarya gummifera","C3"
"Ophioglossum reticulatum","C3"
"Ophiopogon japonicus","C3"
"Ophiopogon japonicus","C3"
"Ophiuros exaltatus","C4"
"Ophryosporus triangularis","C3"
"Ophryosporus triangularis","C3"
"Ophrys apifera","C3"
"Ophrys apifera","C3"
"Ophrys apifera","C3"
"Ophrys fuciflora","C3"
"Ophrys fuciflora","C3"
"Ophrys fuciflora","C3"
"Ophrys insectifera","C3"
"Ophrys insectifera","C3"
"Ophrys insectifera","C3"
"Ophrys sphegodes","C3"
"Ophrys sphegodes","C3"
"Ophrys sphegodes","C3"
"Oplismenus hirtellus","C3"
"Oplismenus burmannii","C3"
"Oplismenus compositus","C3"
"Oplismenus compositus","C3"
"Oplismenus hirtellus","C3"
"Oplismenus undulatifolius","C3"
"Opuntia basilaris","CAM"
"Cylindropuntia bigelovii","CAM"
"Brasiliopuntia brasiliensis","CAM"
"Opuntia chlorotica","CAM"
"Opuntia x columbiana","CAM"
"Opuntia echios","CAM"
"Opuntia excelsa","CAM"
"Opuntia excelsa","CAM"
"Opuntia ficus-indica","CAM"
"Opuntia fragilis","C3"
"Cylindropuntia fulgida","CAM"
"Opuntia lagopus","CAM"
"Opuntia occidentalis","CAM"
"Opuntia oricola","CAM"
"Opuntia phaeacantha","CAM"
"Opuntia polyacantha","C3"
"Cylindropuntia prolifera","CAM"
"Opuntia decumbens","CAM"
"Opuntia decumbens","CAM"
"Opuntia","CAM"
"Opuntia sulphurea","CAM"
"Orchis mascula","C3"
"Orchis mascula","C3"
"Orchis mascula","C3"
"Orchis militaris","C3"
"Orchis militaris","C3"
"Orchis militaris","C3"
"Anacamptis morio","C3"
"Anacamptis morio","C3"
"Anacamptis morio","C3"
"Orchis purpurea","C3"
"Orchis purpurea","C3"
"Orchis purpurea","C3"
"Orchis simia","C3"
"Orchis simia","C3"
"Orchis simia","C3"
"Neotinea ustulata","C3"
"Neotinea ustulata","C3"
"Neotinea ustulata","C3"
"Orcuttia californica","C4"
"Oreobliton thesioides","C3"
"Oreobolus ambiguus","C3"
"Oreobolus distichus","C3"
"Oreobolus oxycarpus","C3"
"Oreobolus pumilio","C3"
"Oreomyrrhis andicola","C3"
"Origanum vulgare","C3"
"Origanum vulgare","C3"
"Origanum vulgare","C3"
"Orinus thoroldii","C3"
"Orites excelsus","C3"
"Ormosia grossa","C3"
"Ormosia krugii","C3"
"Ormosia paraensis","C3"
"Ormosia","C3"
"Ormosia","C3"
"Ornithogalum umbellatum","C3"
"Ornithogalum umbellatum","C3"
"Ornithogalum umbellatum","C3"
"Ornithogalum nutans","C3"
"Ornithogalum nutans","C3"
"Ornithogalum nutans","C3"
"Ornithogalum pyrenaicum","C3"
"Ornithogalum pyrenaicum","C3"
"Ornithogalum pyrenaicum","C3"
"Ornithopus perpusillus","C3"
"Ornithopus perpusillus","C3"
"Ornithopus","C3"
"Ornithopus pinnatus","C3"
"Ornithopus pinnatus","C3"
"Ornithopus","C3"
"Orobanche caerulescens","C3"
"Orobanche cernua","C3"
"Orobanche coerulescens","C3"
"Orobanche minor","C3"
"Orobanche pycnostachya","C3"
"Tripogon africanus","C4"
"Oropetium capense","C4"
"Oropetium thomaeum","C4"
"Orostachys alacophyllus","C4"
"Orostachys fimbriata","C3"
"Orostachys fimbriata","CAM"
"Orostachys malacophylla","CAM"
"Orostachys malacophylla","C4"
"Orostachys malacophylla","CAM"
"Orostachys minuta","CAM"
"Orostachys spinosa","CAM"
"Orthanthera albida","CAM"
"Orthilia secunda","C3"
"Orthilia secunda","C3"
"Orthilia secunda","C3"
"Orthilia secunda","C3"
"Orthilia secunda","C3"
"Orthocarpus luteus","C3"
"Stipa coreana","C3"
"Orychophragmus violaceus","C3"
"Corbichonia decumbens","C3"
"Oryza australiensis","C3"
"Oryza latifolia","C4"
"Oryza longistaminata","C3"
"Oryza sativa","C3"
"Oryza sativa","C4"
"Oryzidium barnardii","C4"
"Oryzopsis hymenoides","C3"
"Oryzopsis hymenoides","C3"
"Piptatherum miliaceum","C3"
"Osmundastrum cinnamomeum","C3"
"Osmunda claytoniana","C3"
"Osmunda regalis","C3"
"Osmunda vachellii","C3"
"Osmunda vachellii","C3"
"Osteocarpum acropterum","C3"
"Osteophloeum platyspermum","C3"
"Tripteris polycephala","C3"
"Ostodes paniculata","C3"
"Ostrya japonica","C3"
"Ostrya japonica","C3"
"Ostrya japonica","C3"
"Ostrya virginiana","C3"
"Ostrya virginiana","C3"
"Ostryopsis davidiana","C3"
"Ostryopsis davidiana","C3"
"Ostryopsis davidiana","C3"
"Otanthus maritimus","C3"
"Otanthus maritimus","C3"
"Otanthus maritimus","C3"
"Othonna opima","C3"
"Othonna","C3"
"Ottochloa gracillima","C3"
"Ottochloa nodosa","C3"
"Ouratea hexasperma","C3"
"Ovidia pillopillo","C3"
"Ovidia pillopillo","C3"
"Owenia acidula","C3"
"Owenia vernicosa","C3"
"Oxalis acetosella","C3"
"Oxalis acetosella","C3"
"Oxalis acetosella","C3"
"Oxalis articulata","C3"
"Oxalis articulata","C3"
"Oxalis articulata","C3"
"Oxalis corniculata","C3"
"Oxalis corniculata","C3"
"Oxalis corniculata","C3"
"Oxalis corniculata","C3"
"Oxalis debilis var. corymbosa","C3"
"Oxalis debilis var. corymbosa","C3"
"Oxalis gigantea","C3"
"Oxalis gigantea","C3"
"Oxalis oregana","C3"
"Oxalis oregana","C3"
"Oxalis megalorrhiza","C3"
"Oxalis megalorrhiza","C3"
"OXALIS PES-CAPRAE","C3"
"OXALIS PES-CAPRAE","C3"
"OXALIS PES-CAPRAE","C3"
"Oxalis","C3"
"Oxalis","C3"
"Oxalis stricta","C3"
"Oxalis stricta","C3"
"Oxalis stricta","C3"
"Oxandra asbeckii","C3"
"Oxandra polyantha","C3"
"Oxandra xylopioides","C3"
"Oxychloris scariosa","C4"
"Oxydendron arboreum","C3"
"Oxydendrum arboreum","C3"
"Oxydendrum arboreum","C3"
"Oxydendrum arboreum","C3"
"Oxyria digyna","C3"
"Oxyria digyna","C3"
"Oxyria digyna","C3"
"Oxyria digyna","C3"
"Oxyria digyna","C3"
"Oxytenia acerosa","C3"
"Oxytropis bicolor","C3"
"Oxytropis campestris","C3"
"Oxytropis campestris","C3"
"Oxytropis campestris","C3"
"Oxytropis filiformis","C3"
"Oxytropis glabra","C3"
"Oxytropis hailarensis","C3"
"Spiesia halleri","C3"
"Spiesia halleri","C3"
"Spiesia halleri","C3"
"Oxytropis hirta","C3"
"Oxytropis leptophylla","C3"
"Oxytropis maydelliana","C3"
"Oxytropis microphylla","C3"
"Oxytropis myriophylla","C3"
"Oxytropis nigrescens","C3"
"Oxytropis ochrantha","C3"
"Oxytropis psammocharis","C3"
"Oxytropis sericea var. spicata","C3"
"Oxytropis","C4"
"Oyedaea verbesinoides","C3"
"Ozoroa concolor","C3"
"Pachycereus pecten-aboriginum","CAM"
"Pachycereus pecten-aboriginum","CAM"
"Pachycereus pringlei","CAM"
"Pachycornia triandra","C3"
"Hibbertia juncea","C3"
"Pachynema","C3"
"Pachypodium namaquanum","C3"
"Pachypodium succulentum","C3"
"Prunus padus","C3"
"Prunus padus","C3"
"Padus","C3"
"Paederia foetida","C3"
"Paederia foetida","C4"
"Paeonia lactiflora","C3"
"Paeonia cambessedesii","C3"
"Paeonia cambessedesii","C3"
"Paeonia lactiflora","C3"
"Paeonia lactiflora","C4"
"Paeonia obovata","C3"
"Paeonia officinalis","C3"
"Actinocephalus polyanthus","C3"
"Palicourea guianensis","C3"
"Palicourea rigida","C3"
"Palicourea croceoides","C3"
"Paliurus hemsleyanus","C4"
"Unidentified species","C3"
"Palmeria scandens","C3"
"Pancovia golungensis","C3"
"Pancovia golungensis","C3"
"Pancratium maritimum","C3"
"Pandanus aldabraensis","C3"
"Pandanus austrosinensis","C3"
"Pandanus austrosinensis","C3"
"Pandanus spiralis","C3"
"Pandanus tectorius","C3"
"Panderia pilosa","C4"
"Panderia turkestanica","C4"
"Pandorea jasminoides","C3"
"Panicum acuminatum","C3"
"Panicum aldabrense","C4"
"Panicum amarum","C4"
"Cynodon dactylon","C4"
"Panicum anceps","C4"
"Panicum antidotale","C4"
"Panicum antidotale","C4"
"Panicum antidotale","C4"
"Isachne rigens","C4"
"Panicum arcurameum","C4"
"Yakirra australiensis","C4"
"Yakirra australiensis","C4"
"Panicum bergii","C4"
"Panicum bergii","C4"
"Panicum bisulcatum","C3"
"Panicum polygonatum","C3"
"Panicum brevifolium","C3"
"Panicum brevifolium","C4"
"Panicum bulbosum","C4"
"Panicum buncei","C4"
"Panicum capillare","C4"
"Panicum capillare","C4"
"Echinochloa colona","C4"
"Panicum coloratum","C4"
"Panicum coloratum","C4"
"Panicum coloratum","C4"
"Panicum coloratum","C4"
"Panicum crusgalli","C4"
"Panicum decompositum","C4"
"Panicum decompositum","C4"
"Panicum deustum","C4"
"Panicum dichotomiflorum","C4"
"Panicum dichotomiflorum","C4"
"Panicum capillare","C4"
"Panicum effusum","C4"
"Panicum emsum","C4"
"Whiteochloa cymbiformis","C4"
"Alloteropsis cimicina","C4"
"Panicum hallii","C4"
"Setaria reverchonii subsp. firmula","C4"
"Panicum fluviicola","C4"
"Paspalidium geminatum","C4"
"Panicum gilvum","C4"
"Panicum hallii","C4"
"Panicum hallii","C4"
"Panicum havardii","C4"
"Panicum hirtum","C3"
"Panicum hillmanii","C4"
"Panicum Ianipes","C4"
"Panicum impeditum","C3"
"Panicum impeditum","C4"
"Sacciolepis indica","C4"
"Panicum kalaharense","C4"
"Panicum schinzii","C4"
"Panicum schinzii","C4"
"Panicum lanipes","C3"
"Panicum lanipes","C4"
"Panicum larcomianum","C4"
"Panicum subalbidum","C4"
"Panicum monticola","C4"
"Panicum makarikariense","C4"
"Panicum coloratum","C4"
"Panicum maximum","C4"
"Panicum maximum","C4"
"Panicum maximum","C4"
"Panicum miliaceum","C4"
"Panicum miliaceum","C4"
"Panicum miliaceum","C4"
"Panicum philadelphicum","C4"
"Eriochloa michauxii","C4"
"Yakirra muelleri","C4"
"Panicum novemnerve","C4"
"Panicum nzolle","C4"
"Panicum obtusum","C4"
"Panicum oligosanthes","C3"
"Panicum pansum","C3"
"Panicum pansum","C4"
"Panicum pearsonii","C3"
"Panicum pilgerianum","C4"
"Panicum plenum","C4"
"Panicum polygonatum","C4"
"Panicum prionitis","C4"
"Panicum prolutum","C4"
"Panicum fluviicola","C4"
"Panicum pygmaeum","C3"
"Panicum pygmaeum","C4"
"Paspalidium geminatum","C4"
"Panicum queenslandicum","C4"
"Setaria reverchonii subsp. ramiseta","C4"
"Panicum repens","C3"
"Panicum repens","C4"
"Panicum repens","C4"
"Panicum repens fo. minus","C3"
"Panicum hygrocharis","C4"
"Panicum racemosum","C4"
"Setaria reverchonii","C4"
"Hymenachne pernambucensis","C3"
"Panicum miliaceum","C4"
"Panicum schinzii","C3"
"Panicum schinzii","C4"
"Panicum seminudum","C4"
"Panicum simile","C4"
"Panicum simulans","C4"
"Panicum","C4"
"Panicum stapfianum","C4"
"Panicum subalbidum","C4"
"Panicum subxerophilum","C3"
"Panicum subxerophilum","C4"
"Panicum subxerophilum","C3"
"Steinchisma laxum","C3"
"Panicum tenerum","C4"
"Brachiaria texana","C4"
"Brachiaria texana","C4"
"Brachiaria texana","C4"
"Panicum trachyrhachis","C4"
"Panicum trachyrhachis","C4"
"Panicum trichanthum","C3"
"Panicum trichanthum","C3"
"Panicum trichoides","C3"
"Panicum trichonode","C3"
"Panicum trichonode","C4"
"Panicum trinii","C3"
"Panicum turgidum","C4"
"Panicum urvilleanum","C4"
"Panicum virgatum","C4"
"Panicum virgatum","C4"
"Panicum virgatum","C4"
"Panicum virgatum","C4"
"Panicum laevinode","C4"
"Papaver argemone","C3"
"Papaver argemone","C3"
"Papaver argemone","C3"
"Papaver radicatum","C3"
"Papaver dubium","C3"
"Papaver dubium","C3"
"Papaver dubium","C3"
"Papaver hybridum","C3"
"Papaver hybridum","C3"
"Papaver hybridum","C3"
"Papaver nudicaule","C3"
"Papaver rhoeas","C3"
"Papaver rhoeas","C3"
"Papaver rhoeas","C3"
"Pappophorum bicolor","C4"
"Pappophorum philippianum","C4"
"Pappophorum bicolor","C4"
"Pappophorum pappiferum","C4"
"Pappophorum patens","C4"
"Paramapania parvibractea","C3"
"Paraneurachne muelleri","C4"
"Paraneurachne muelleri","C4"
"Paraneurachne muelleri","C4"
"Paranomus bracteolaris","C3"
"Parapholis incurva","C3"
"Parapholis incurva","C3"
"Parapholis incurva","C3"
"Parapholis strigosa","C3"
"Parapholis strigosa","C3"
"Parapholis strigosa","C3"
"Shorea malaanonan","C3"
"Shorea malaanonan","C3"
"Paratheria prostrata","C4"
"Parectenium novae-hollandiae","C4"
"Parentucellia viscosa","C3"
"Parentucellia viscosa","C3"
"Parentucellia viscosa","C3"
"Parentucellia viscosa","C3"
"Pariana radiciflora","C3"
"Parietaria judaica","C3"
"Parietaria judaica","C3"
"Parietaria judaica","C3"
"Parietaria debilis","C3"
"Maranthes corymbosa","C3"
"Parinari excelsa","C3"
"Parinari montana","C3"
"Parinari","C3"
"Paris quadrifolia","C3"
"Paris quadrifolia","C3"
"Paris quadrifolia","C3"
"Parkia igneiflora","C3"
"Parkia multijuga","C3"
"Parkia nitida","C3"
"Parkia panurensis","C3"
"Parkia pendula","C3"
"Parkia","C3"
"Parnassia oreophila","C3"
"Parnassia palustris","C3"
"Parnassia palustris","C3"
"Parnassia palustris","C3"
"Parodiodoxa chionophila","C3"
"Paronychia brasiliana","C3"
"Paronychia sessiliflora","C3"
"Parsonsia","C3"
"Elymus smithii","C3"
"Elymus smithii","C3"
"Paspalidium constrictum","C4"
"Paspalidium favidurn","C4"
"Paspalidium geminatum","C4"
"Paspalidium gracile","C4"
"Holcolemma dispar","C4"
"Paspalidium jubiflorum","C4"
"Paspalidium jubiflorum","C4"
"Paspalidium rarum","C4"
"Paspalum almum","C4"
"Paspalum scrobiculatum","C4"
"Paspalum coryphaeum","C4"
"Paspalum candidum","C4"
"Paspalum setaceum","C4"
"Paspalum scrobiculatum","C3"
"Paspalum scrobiculatum","C4"
"Paspalum scrobiculatum","C4"
"Paspalum conjugatum","C4"
"Paspalum conjugatum","C4"
"Paspalum conjugatum","C4"
"Paspalum dilatatum","C4"
"Paspalum dilatatum","C4"
"Paspalum distichum","C4"
"Paspalum floridanum","C4"
"Paspalum geminiflorum","C4"
"Paspalum giganteum","C4"
"Paspalum hartwegianum","C4"
"Paspalum intermedium","C4"
"Paspalum juergensii","C4"
"Paspalum mandiocanum","C4"
"Paspalum nicorae","C4"
"Paspalum notatum","C4"
"Paspalum notatum","C4"
"Paspalum scrobiculatum","C4"
"Paspalum scrobiculatum","C4"
"Paspalum paniculatum","C4"
"Paspalum paniculatum","C4"
"Paspalum distichum","C4"
"Paspalum distichum","C4"
"Paspalum distichum","C4"
"Brachiaria platyphylla","C4"
"Paspalum plicatulum","C4"
"Eriochloa polystachya","C4"
"Paspalum pubiflorum","C4"
"Paspalum pubiflorum","C4"
"Paspalum pumilum","C4"
"Paspalum quadrifarium","C4"
"Paspalum guenoarum","C4"
"Paspalum scrobiculatum","C4"
"Paspalum","C4"
"Paspalum umbrosum","C4"
"Paspalum urvillei","C4"
"Paspalum vaginatum","C4"
"Paspalum virgatum","C4"
"Paspalum glaucescens","C4"
"Passiflora foetida","C3"
"Passiflora suberosa","C3"
"Pastinaca sativa","C3"
"Pastinaca sativa","C3"
"Pastinaca sativa","C3"
"Patellifolia procumbens","C3"
"Patersonia glabrata","C3"
"Patersonia occidentalis","C3"
"Patersonia occidentalis","C3"
"Patersonia sericea","C3"
"Patersonia sericea var. longifolia","C3"
"Patrinia rupestris","C3"
"Patrinia rupestris","C4"
"Patrinia scabra","C3"
"Paypayrola guianensis","C3"
"Pecarisonium","C3"
"Pectis multiseta var. ambigua","C4"
"Pectis angustifolia","C4"
"Pectis multiflosculosa","C4"
"Pectis berlandieri","C4"
"Pectis linearis","C4"
"Pectis depressa","C4"
"Pectis uniaristata var. holostemma","C4"
"Pectis filipes","C4"
"Pectis haenkeana","C4"
"Pectis humifusa","C4"
"Pectis incisifolia","C4"
"Pectis latisquama","C4"
"Pectis liebmannii","C4"
"Pectis glaucescens","C4"
"Pectis linifolia","C4"
"Pectis multiseta","C4"
"Pectis papposa","C4"
"Pectis propetes","C4"
"Pectis prostrata","C4"
"Pectis repens","C4"
"Pectis saturejoides","C4"
"Pectis uniaristata","C4"
"Pedicularis alaschanica","C3"
"Pedicularis artselaeri","C3"
"Pedicularis asplenifolia","C3"
"Pedicularis asplenifolia","C3"
"Pedicularis canadensis","C3"
"Pedicularis chinensis","C3"
"Pedicularis elongata","C3"
"Pedicularis flava","C3"
"Pedicularis foliosa","C3"
"Pedicularis hirsuta","C3"
"Pedicularis hirsuta","C3"
"Pedicularis integrifolia","C3"
"Pedicularis lapponica","C3"
"Pedicularis lapponica","C3"
"Pedicularis ludwigii","C3"
"Pedicularis oederi","C3"
"Pedicularis palustris","C3"
"Pedicularis palustris","C3"
"Pedicularis palustris","C4"
"Pedicularis palustris","C3"
"Pedicularis recutita","C3"
"Pedicularis resupinata","C3"
"Pedicularis rostratocapitata","C3"
"Pedicularis rostratospicata","C3"
"Pedicularis rubens","C3"
"Pedicularis sceptrum-carolinum","C3"
"Pedicularis sceptrum-carolinum","C3"
"Pedicularis sceptrum-carolinum","C3"
"Pedicularis spicata","C3"
"Pedicularis striata","C3"
"Pedicularis sylvatica","C3"
"Pedicularis sylvatica","C3"
"Pedicularis sylvatica","C3"
"Pedicularis tatarinowii","C3"
"Pedicularis verticillata","C3"
"Euphorbia tithymaloides","C3"
"Peganum harmala","C3"
"Peganum harmala","C3"
"Peganum nigellastrum","C3"
"Pelargonium australe","C3"
"Pelargonium crithmifolium","C3"
"Pelargonium klinghardtense","C3"
"Pelargonium","C3"
"Pelea","C3"
"Pelea","C3"
"Peltogyne catingae","C3"
"Peltogyne excelsa","C3"
"Peltogyne heterophylla","C3"
"Peltogyne prancei","C3"
"Peltogyne venosa","C3"
"Pemphis acidula","C3"
"Pedicularis asplenifolia","C3"
"Peniocereus cuixmalensis","CAM"
"Peniocereus cuixmalensis","CAM"
"Peniocereus rosei","CAM"
"Peniocereus rosei","CAM"
"Pennantia cunninghamii","C3"
"Pennisetum alopecuroides","C4"
"Pennisetum glaucum","C4"
"Pennisetum bambusiforme","C4"
"Pennisetum centrasiaticum","C4"
"Pennisetum centrasiaticum","C4"
"Pennisetum centrasiaticum","C4"
"Cenchrus ciliaris","C4"
"Pennisetum clandestinum","C4"
"Pennisetum flaccidum","C4"
"Pennisetum flaccidum","C4"
"Pennisetum flaccidum","C4"
"Pennisetum foermeranum","C4"
"Pennisetum macrourum","C4"
"Pennisetum glaucum","C4"
"Pennisetum macrourum","C4"
"Pennisetum massaicum","C4"
"Pennisetum mezianum","C4"
"Pennisetum orientale","C4"
"Pennisetum pedicellatum","C4"
"Pennisetum polystachion","C4"
"Pennisetum polystachyum","C4"
"Pennisetum purpureum","C4"
"Pennisetum setaceum","C4"
"Pennisetum glaucum","C4"
"Pennisetum thunbergii","C4"
"Pennisetum glaucum","C4"
"Pennisetum glaucum","C4"
"Pennisetum villosum","C4"
"Pennisetum villosum","C4"
"Penstemon albidus","C3"
"Penstemon davidsonii","C3"
"Penstemon grandiflorus","C3"
"Penstemon grandiflorus","C3"
"Penstemon nitidus","C3"
"Pentace adenophora","C3"
"Pentaglottis sempervirens","C3"
"Pentaglottis sempervirens","C3"
"Pentaglottis sempervirens","C3"
"Dasiphora fruticosa","C3"
"Pentaschistis airoides","C3"
"Pentaschistis pallida","C3"
"Pentaschistis curvifolia","C3"
"Pentaschistis eriostoma","C3"
"Pentaschistis heptamera","C3"
"Pentaschistis pallescens","C3"
"Pentaschistis patula","C3"
"Pentaschistis tortuosa","C3"
"Penthorum chinense","C3"
"Pentodon pentandrus","C3"
"Pentopetia androsaemifolia","C3"
"Peperomia pellucida","C3"
"Peperomia pellucida","C3"
"Peperomia","C3"
"Peperomia","C3"
"Peraxilla colensoi","C3"
"Peraxilla tetrapetala","C3"
"Perebea mollis","C3"
"Perebea mollis","C3"
"Pereskia aculeata","C3"
